incident_id,detected_at,asset_id,user_id,threat_actor_id,attack_vector,severity,status,mttr_hours,time_to_detect_hours,time_to_contain_hours,cost_usd,data_sensitivity,detection_source,alert_count,cvss_like,mitre_tactic,mitre_technique,severity_score,risk_score,mttr_bucket,date,hour
155,2024-11-13 13:12:00,243,106,45,Ransomware,Medium,Closed,6,3,5,2175.92,Restricted,Waf,6,4.8,Command And Control,T1547,2,5.76,4-24h,2024-11-13,13
156,2023-07-05 06:54:00,77,235,8,Phishing,Medium,Closed,7,4,7,200.35,Restricted,Siem,4,6.7,Lateral Movement,T1190,2,5.376,4-24h,2023-07-05,6
157,2023-10-08 06:59:00,75,437,2,Exploitation,Low,In Progress,16,3,2,1178.74,Internal,Email Gateway,4,6.3,Privilege Escalation,T1566,1,2.623,4-24h,2023-10-08,6
158,2025-06-04 01:24:00,209,538,20,Insider,Critical,In Progress,16,2,10,1084.96,Internal,Waf,2,7.3,Impact,T1078,4,7.602,4-24h,2025-06-04,1
159,2023-08-16 10:27:00,246,63,33,Phishing,Low,Closed,10,5,13,3352.78,Unknown,User Report,7,7.0,Impact,T1190,1,3.535,4-24h,2023-08-16,10
160,2023-11-08 03:17:00,187,288,23,Malware,Low,Open,3,5,4,1089.54,Internal,Waf,2,3.9,Lateral Movement,T1078,1,1.527,<4h,2023-11-08,3
161,2023-11-24 01:11:00,21,1,4,Phishing,Critical,Open,6,6,10,3586.04,Confidential,Waf,2,6.6,Discovery,T1078,4,7.295,4-24h,2023-11-24,1
162,2023-10-20 15:17:00,52,442,12,Unknown,Low,Closed,11,18,4,5476.67,Internal,Ids,4,10.0,Collection,T1210,1,3.219,4-24h,2023-10-20,15
163,2023-12-09 09:07:00,50,14,44,Insider,Medium,In Progress,8,19,13,280.03,Internal,Email Gateway,4,2.4,Persistence,T1210,2,3.991,4-24h,2023-12-09,9
164,2024-01-05 23:51:00,186,542,39,Ddos,Low,In Progress,15,5,2,4308.93,Restricted,Ids,3,7.8,Privilege Escalation,T1565,1,2.468,4-24h,2024-01-05,23
165,2023-10-10 06:37:00,197,90,7,Ransomware,Medium,Closed,3,13,5,275.54,Confidential,Siem,4,2.3,Impact,T1547,2,3.959,<4h,2023-10-10,6
166,2023-05-04 01:37:00,98,198,46,Phishing,Medium,Open,4,9,3,1235.73,Internal,User Report,2,5.3,Execution,T1566,2,3.362,<4h,2023-05-04,1
167,2024-07-13 19:21:00,155,486,49,Exploitation,Medium,Closed,6,6,21,1523.77,Internal,Siem,3,5.5,Command And Control,T1059,2,4.298,4-24h,2024-07-13,19
168,2023-02-14 04:12:00,215,564,46,Phishing,Medium,Open,8,7,4,1221.9,Internal,Ids,2,9.2,Command And Control,T1210,2,4.219,4-24h,2023-02-14,4
169,2025-07-05 11:28:00,61,447,5,Credential Stuffing,Medium,In Progress,14,22,4,139.01,Internal,User Report,3,7.1,Lateral Movement,T1055,2,4.741,4-24h,2025-07-05,11
170,2025-08-11 16:50:00,12,171,39,Exploitation,High,Closed,7,2,3,4978.82,Confidential,Ids,3,7.3,Persistence,T1041,3,7.195,4-24h,2025-08-11,16
171,2023-02-16 18:03:00,98,408,32,Ddos,Low,In Progress,1,2,11,3020.43,Confidential,Waf,5,8.9,Command And Control,T1055,1,3.386,<4h,2023-02-16,18
172,2023-03-18 05:28:00,261,394,36,Phishing,Low,In Progress,26,6,15,2626.81,Internal,User Report,4,5.8,Lateral Movement,T1547,1,2.543,1-3d,2023-03-18,5
173,2023-10-06 06:11:00,2,164,37,Insider,Medium,In Progress,3,3,1,1594.99,Internal,Siem,4,7.9,Exfiltration,T1190,2,5.762,<4h,2023-10-06,6
174,2025-06-19 16:29:00,258,538,17,Exploitation,Low,Closed,11,10,7,306.74,Internal,Ids,1,10.0,Privilege Escalation,T1041,1,1.386,4-24h,2025-06-19,16
175,2024-12-26 08:35:00,61,176,15,Phishing,Low,Closed,1,3,3,1770.68,Confidential,Edr,1,1.3,Command And Control,T1078,1,0.783,<4h,2024-12-26,8
176,2023-10-26 01:40:00,76,285,9,Exploitation,Medium,Closed,37,5,6,687.52,Internal,Ids,4,5.1,Initial Access,T1565,2,4.861,1-3d,2023-10-26,1
177,2023-09-12 06:34:00,60,2,42,Exploitation,Low,Open,2,11,7,1170.88,Confidential,Ids,4,7.6,Impact,T1547,1,2.833,<4h,2023-09-12,6
178,2024-01-13 10:05:00,282,271,47,Malware,Low,Open,17,4,10,3663.44,Confidential,Siem,1,5.5,Lateral Movement,T1547,1,1.074,4-24h,2024-01-13,10
179,2023-10-29 10:03:00,6,365,15,Phishing,Medium,Open,8,7,7,2399.12,Restricted,Waf,3,9.3,Defense Evasion,T1059,2,5.351,4-24h,2023-10-29,10
180,2023-09-20 00:34:00,299,109,47,Exploitation,Medium,Open,15,6,3,3502.73,Confidential,Waf,2,7.1,Lateral Movement,T1565,2,3.757,4-24h,2023-09-20,0
181,2023-09-21 20:40:00,283,212,29,Malware,High,In Progress,5,1,7,3314.7,Public,Siem,3,6.0,Discovery,T1041,3,6.654,4-24h,2023-09-21,20
182,2023-07-28 18:40:00,203,160,29,Insider,Medium,Closed,18,5,4,510.07,Public,Siem,1,5.4,Lateral Movement,T1210,2,2.135,4-24h,2023-07-28,18
183,2023-06-01 15:05:00,254,186,30,Exploitation,Low,In Progress,7,3,4,3485.86,Internal,Siem,1,8.1,Persistence,T1078,1,1.255,4-24h,2023-06-01,15
184,2024-08-06 15:46:00,93,289,2,Insider,Medium,Closed,22,2,8,3200.16,Restricted,Ids,2,7.4,Persistence,T1059,2,3.823,4-24h,2024-08-06,15
185,2025-04-17 12:43:00,97,72,10,Exploitation,Medium,Open,20,7,10,2528.13,Confidential,Edr,3,3.9,Lateral Movement,T1078,2,3.854,4-24h,2025-04-17,12
186,2024-04-10 20:25:00,52,540,9,Phishing,Low,Closed,9,4,2,578.34,Confidential,Waf,3,5.7,Initial Access,T1547,1,2.176,4-24h,2024-04-10,20
187,2023-04-13 12:24:00,11,113,1,Ddos,Low,Closed,14,16,3,3653.7,Unknown,Waf,3,3.0,Initial Access,T1059,1,1.802,4-24h,2023-04-13,12
188,2023-09-12 02:17:00,74,14,1,Malware,Low,In Progress,10,8,7,1401.59,Restricted,Edr,2,7.6,Command And Control,T1210,1,1.934,4-24h,2023-09-12,2
189,2025-05-23 22:05:00,104,143,31,Phishing,Low,Open,21,3,3,2583.29,Public,Email Gateway,6,3.4,Collection,T1059,1,2.608,4-24h,2025-05-23,22
190,2023-11-11 10:30:00,80,250,4,Insider,Medium,Closed,13,5,10,3680.97,Restricted,Unknown,4,9.1,Defense Evasion,T1565,2,6.148,4-24h,2023-11-11,10
191,2024-07-10 03:01:00,23,106,35,Ddos,High,In Progress,24,1,2,4733.16,Confidential,Ids,5,6.2,Execution,T1055,3,8.708,4-24h,2024-07-10,3
192,2025-06-26 13:09:00,1,230,2,Exploitation,Medium,Closed,6,2,10,1341.22,Confidential,Siem,2,5.8,Lateral Movement,T1021,2,3.472,4-24h,2025-06-26,13
193,2023-05-31 11:41:00,147,232,44,Phishing,Medium,Closed,3,5,9,358.72,Internal,User Report,6,5.4,Impact,T1566,2,5.993,<4h,2023-05-31,11
194,2024-05-18 05:07:00,115,105,19,Phishing,Low,Open,3,3,12,853.92,Public,Ids,3,10.0,Execution,T1547,1,2.773,<4h,2024-05-18,5
195,2023-12-08 03:23:00,44,45,39,Malware,Low,Closed,13,5,12,1476.68,Confidential,Siem,2,5.2,Persistence,T1021,1,1.67,4-24h,2023-12-08,3
196,2024-06-27 10:38:00,93,436,10,Phishing,Medium,Closed,8,4,6,4249.57,Internal,Waf,5,5.8,Impact,T1041,2,5.662,4-24h,2024-06-27,10
197,2024-10-01 09:22:00,54,278,32,Phishing,Low,In Progress,5,6,9,177.79,Internal,Waf,4,5.3,Discovery,T1041,1,2.462,4-24h,2024-10-01,9
198,2025-04-10 22:51:00,40,3,10,Phishing,Low,Closed,10,2,23,1466.78,Confidential,Waf,4,6.3,Persistence,T1210,1,2.623,4-24h,2025-04-10,22
199,2023-06-01 12:28:00,245,69,8,Credential Stuffing,Low,Closed,17,6,2,421.39,Confidential,Email Gateway,2,3.3,Lateral Movement,T1041,1,1.461,4-24h,2023-06-01,12
200,2023-05-29 02:20:00,66,187,50,Phishing,Medium,Closed,21,34,4,1048.69,Confidential,User Report,3,9.6,Discovery,T1210,2,5.434,4-24h,2023-05-29,2
201,2024-05-21 13:30:00,212,342,9,Insider,High,Closed,9,4,22,5226.94,Public,Waf,1,4.5,Privilege Escalation,T1021,3,3.015,4-24h,2024-05-21,13
202,2024-03-04 17:31:00,276,547,32,Exploitation,Low,Closed,39,3,3,216.67,Internal,Email Gateway,3,10.0,Command And Control,T1078,1,2.773,1-3d,2024-03-04,17
203,2024-01-29 02:37:00,216,540,37,Exploitation,Low,Closed,2,8,10,2963.82,Confidential,Waf,2,9.7,Privilege Escalation,T1566,1,2.164,<4h,2024-01-29,2
204,2023-08-29 11:00:00,105,18,24,Insider,Low,Closed,4,2,3,1042.82,Public,Email Gateway,3,3.8,Collection,T1059,1,1.913,<4h,2023-08-29,11
205,2025-08-01 03:03:00,179,370,50,Phishing,Medium,Closed,8,3,3,1390.41,Confidential,Siem,6,7.6,Defense Evasion,T1003,2,6.85,4-24h,2025-08-01,3
206,2023-05-28 17:59:00,216,249,14,Credential Stuffing,High,Closed,11,3,9,12553.48,Confidential,Siem,1,9.1,Initial Access,T1059,3,3.972,4-24h,2023-05-28,17
207,2023-05-01 22:45:00,74,387,47,Insider,Low,Open,13,5,11,2535.99,Internal,Edr,2,6.6,Lateral Movement,T1210,1,1.824,4-24h,2023-05-01,22
208,2023-02-25 22:06:00,298,76,31,Exploitation,Medium,In Progress,36,6,3,2081.89,Public,Email Gateway,2,8.6,Persistence,T1190,2,4.087,1-3d,2023-02-25,22
209,2023-05-31 11:09:00,41,251,5,Insider,Low,Closed,11,7,6,2329.55,Confidential,Edr,2,6.1,Exfiltration,T1021,1,1.769,4-24h,2023-05-31,11
210,2023-06-03 05:30:00,72,541,45,Phishing,High,Open,3,7,4,860.98,Confidential,Ids,3,7.1,Collection,T1021,3,7.112,<4h,2023-06-03,5
211,2025-01-09 10:28:00,7,294,8,Ransomware,Medium,In Progress,9,10,5,558.33,Unknown,Siem,2,7.9,Initial Access,T1565,2,3.933,4-24h,2025-01-09,10
212,2023-02-02 19:48:00,89,516,11,Phishing,Medium,Closed,7,4,12,3917.36,Unknown,Edr,3,6.4,Lateral Movement,T1021,2,4.547,4-24h,2023-02-02,19
213,2024-11-27 14:35:00,133,586,33,Ransomware,High,Closed,1,4,5,1400.48,Internal,Ids,2,6.4,Privilege Escalation,T1021,3,5.405,<4h,2024-11-27,14
214,2025-08-11 05:17:00,48,535,25,Malware,Medium,Closed,6,2,1,1290.9,Internal,Siem,4,4.9,Privilege Escalation,T1021,2,4.796,4-24h,2025-08-11,5
215,2024-09-25 01:14:00,201,189,48,Phishing,High,Open,13,1,8,215.8,Confidential,Email Gateway,3,7.9,Exfiltration,T1566,3,7.444,4-24h,2024-09-25,1
216,2025-04-16 22:29:00,245,321,42,Exploitation,Low,In Progress,5,2,5,2860.43,Internal,Waf,4,6.1,Lateral Movement,T1021,1,2.591,4-24h,2025-04-16,22
217,2023-06-18 01:51:00,191,435,13,Exploitation,Low,In Progress,7,14,3,570.68,Internal,Ids,2,8.0,Execution,T1566,1,1.978,4-24h,2023-06-18,1
218,2023-03-21 11:38:00,172,29,16,Phishing,High,Open,6,1,4,4183.96,Public,Ids,5,7.4,Persistence,T1055,3,9.353,4-24h,2023-03-21,11
219,2023-04-20 02:13:00,6,317,13,Credential Stuffing,Low,In Progress,14,9,6,1216.95,Internal,Email Gateway,2,0.8,Privilege Escalation,T1565,1,1.187,4-24h,2023-04-20,2
220,2025-08-09 01:15:00,138,88,37,Malware,Low,Closed,5,3,6,7653.72,Internal,Email Gateway,1,9.5,Initial Access,T1547,1,1.352,4-24h,2025-08-09,1
221,2025-03-20 15:02:00,25,323,6,Phishing,Medium,In Progress,5,4,8,2727.73,Public,Ids,4,4.6,Initial Access,T1210,2,4.7,4-24h,2025-03-20,15
222,2025-02-08 09:25:00,257,200,21,Phishing,High,Closed,10,2,15,226.76,Restricted,User Report,2,7.1,Discovery,T1059,3,5.636,4-24h,2025-02-08,9
223,2024-12-20 21:06:00,170,418,48,Phishing,Medium,Closed,6,2,12,177.01,Public,Email Gateway,2,7.9,Execution,T1055,2,3.933,4-24h,2024-12-20,21
224,2025-04-06 04:01:00,196,489,38,Insider,Medium,Open,15,5,3,4164.15,Restricted,Edr,2,2.4,Defense Evasion,T1059,2,2.725,4-24h,2025-04-06,4
225,2023-06-05 21:29:00,41,96,46,Malware,Medium,Closed,15,6,6,298.03,Confidential,Siem,4,3.7,Privilege Escalation,T1565,2,4.41,4-24h,2023-06-05,21
226,2024-10-31 04:49:00,83,514,34,Credential Stuffing,Low,Closed,6,10,1,3439.1,Internal,Waf,2,7.5,Exfiltration,T1565,1,1.923,4-24h,2024-10-31,4
227,2024-06-19 10:28:00,68,348,19,Phishing,High,Closed,10,4,5,623.54,Internal,Ids,2,10.0,Exfiltration,T1021,3,6.592,4-24h,2024-06-19,10
228,2023-02-10 22:49:00,199,245,14,Credential Stuffing,Medium,Closed,16,3,7,4557.86,Confidential,Email Gateway,3,7.3,Exfiltration,T1566,2,4.797,4-24h,2023-02-10,22
229,2023-06-06 18:40:00,255,100,1,Insider,Medium,Closed,5,2,5,2118.09,Confidential,Siem,1,4.4,Defense Evasion,T1055,2,1.996,4-24h,2023-06-06,18
230,2025-06-07 02:31:00,49,466,21,Phishing,Medium,Closed,18,14,5,2644.59,Internal,Siem,5,4.4,Defense Evasion,T1059,2,5.16,4-24h,2025-06-07,2
231,2023-03-11 08:36:00,187,362,6,Phishing,High,Closed,11,15,5,3277.48,Internal,Edr,2,4.6,Persistence,T1003,3,4.812,4-24h,2023-03-11,8
232,2023-09-22 15:16:00,227,144,8,Phishing,Low,Closed,1,6,17,3116.07,Public,Email Gateway,2,4.6,Collection,T1190,1,1.604,<4h,2023-09-22,15
233,2024-01-08 09:25:00,210,133,29,Ransomware,Medium,In Progress,17,6,3,1216.94,Restricted,Ids,2,5.3,Command And Control,T1547,2,3.362,4-24h,2024-01-08,9
234,2023-11-18 11:05:00,212,519,29,Exploitation,High,Closed,7,5,8,3621.3,Public,Ids,3,7.4,Impact,T1190,3,7.236,4-24h,2023-11-18,11
235,2024-09-27 20:03:00,126,575,1,Credential Stuffing,Medium,In Progress,7,2,8,3477.31,Restricted,Siem,2,8.1,Execution,T1041,2,3.977,4-24h,2024-09-27,20
236,2024-01-20 05:36:00,205,75,15,Malware,High,Open,11,8,25,1971.22,Confidential,Unknown,4,3.0,Collection,T1565,3,6.277,4-24h,2024-01-20,5
237,2023-04-06 11:29:00,240,548,30,Malware,High,Closed,7,1,4,4625.08,Confidential,Edr,3,5.8,Execution,T1059,3,6.571,4-24h,2023-04-06,11
238,2025-01-19 03:58:00,204,444,13,Phishing,Medium,Closed,13,9,4,829.51,Internal,User Report,5,3.5,Discovery,T1566,2,4.838,4-24h,2025-01-19,3
239,2023-11-21 10:38:00,249,218,45,Phishing,Medium,Closed,3,9,15,2802.55,Confidential,Waf,4,6.7,Collection,T1566,2,5.376,<4h,2023-11-21,10
240,2023-10-13 14:02:00,280,160,31,Exploitation,Low,Closed,3,9,24,29.1,Internal,Siem,5,6.4,Impact,T1078,1,2.938,<4h,2023-10-13,14
241,2023-11-24 18:02:00,195,64,24,Credential Stuffing,Medium,Closed,6,3,10,743.5,Internal,User Report,1,4.8,Collection,T1078,2,2.052,4-24h,2023-11-24,18
242,2023-02-25 06:55:00,12,434,18,Ransomware,High,Closed,7,10,8,3130.0,Unknown,Ids,2,8.3,Impact,T1059,3,6.031,4-24h,2023-02-25,6
243,2023-03-27 04:04:00,141,415,6,Phishing,Medium,Closed,12,4,2,2297.05,Confidential,Ids,2,5.9,Collection,T1021,2,3.494,4-24h,2023-03-27,4
244,2024-06-21 06:42:00,133,189,4,Insider,High,Open,6,4,5,5354.0,Restricted,Edr,2,8.0,Lateral Movement,T1210,3,5.933,4-24h,2024-06-21,6
245,2025-02-10 09:10:00,102,358,27,Phishing,High,Closed,7,13,8,1197.28,Restricted,User Report,1,7.9,Collection,T1055,3,3.722,4-24h,2025-02-10,9
246,2024-12-06 05:44:00,224,364,45,Phishing,Low,Closed,4,3,11,3315.92,Restricted,Email Gateway,1,6.8,Lateral Movement,T1190,1,1.164,<4h,2024-12-06,5
247,2024-07-28 19:12:00,40,593,40,Phishing,Low,In Progress,13,6,23,204.45,Confidential,Siem,3,6.8,Discovery,T1565,1,2.329,4-24h,2024-07-28,19
248,2025-04-23 23:47:00,163,15,10,Ransomware,Medium,Closed,47,5,1,262.85,Public,User Report,4,9.6,Persistence,T1003,2,6.309,1-3d,2025-04-23,23
249,2025-06-04 10:07:00,209,270,34,Ddos,Low,Closed,22,2,1,3681.93,Unknown,Waf,1,7.0,Initial Access,T1003,1,1.178,4-24h,2025-06-04,10
250,2025-05-02 04:40:00,231,593,7,Phishing,Low,Closed,5,10,1,2008.85,Internal,Edr,1,5.1,Privilege Escalation,T1078,1,1.047,4-24h,2025-05-02,4
251,2024-03-06 22:34:00,86,387,14,Ransomware,High,Closed,1,3,11,1652.42,Internal,Ids,1,6.8,Privilege Escalation,T1078,3,3.493,<4h,2024-03-06,22
252,2024-11-26 18:00:00,190,373,2,Phishing,Medium,Closed,13,11,4,2948.71,Internal,Ids,3,6.6,Defense Evasion,T1055,2,4.602,4-24h,2024-11-26,18
253,2025-04-18 03:44:00,256,467,27,Ransomware,Medium,Open,4,2,17,1526.9,Internal,User Report,3,7.8,Discovery,T1210,2,4.935,<4h,2025-04-18,3
254,2025-04-28 17:27:00,268,344,8,Malware,Medium,Closed,15,2,5,5924.78,Internal,Siem,2,7.4,Collection,T1021,2,3.823,4-24h,2025-04-28,17
255,2024-01-18 05:35:00,84,556,28,Phishing,High,Closed,7,13,5,5041.1,Confidential,User Report,3,5.6,Defense Evasion,T1565,3,6.488,4-24h,2024-01-18,5
256,2024-12-06 21:27:00,146,102,6,Exploitation,Low,In Progress,14,1,4,675.04,Internal,Edr,5,4.9,Execution,T1565,1,2.67,4-24h,2024-12-06,21
257,2023-01-17 19:59:00,211,107,32,Ddos,Low,Open,5,2,4,2968.0,Public,Waf,4,3.9,Exfiltration,T1055,1,2.237,4-24h,2023-01-17,19
258,2023-04-13 20:28:00,258,596,3,Ransomware,Medium,Closed,12,1,2,2854.42,Confidential,Waf,5,4.1,Defense Evasion,T1021,2,5.053,4-24h,2023-04-13,20
259,2023-08-05 07:49:00,233,565,25,Insider,Medium,Closed,2,2,13,1161.75,Internal,Edr,3,8.4,Privilege Escalation,T1003,2,5.102,<4h,2023-08-05,7
260,2023-05-08 11:50:00,238,423,42,Malware,Medium,In Progress,11,4,3,3447.69,Public,Waf,3,4.9,Lateral Movement,T1190,2,4.131,4-24h,2023-05-08,11
261,2025-08-20 11:50:00,115,520,19,Malware,Low,In Progress,2,4,5,2580.58,Internal,Ids,1,8.9,Impact,T1041,1,1.31,<4h,2025-08-20,11
262,2023-11-11 13:43:00,124,5,27,Phishing,Critical,Closed,8,3,6,3438.08,Internal,Edr,1,5.0,Initial Access,T1190,4,4.159,4-24h,2023-11-11,13
263,2023-06-07 11:53:00,266,326,22,Malware,Medium,In Progress,9,11,3,504.08,Internal,Siem,5,4.2,Exfiltration,T1021,2,5.089,4-24h,2023-06-07,11
264,2023-09-05 17:25:00,99,403,4,Insider,Low,Closed,10,3,16,1182.86,Internal,Email Gateway,7,5.4,Lateral Movement,T1059,1,3.202,4-24h,2023-09-05,17
265,2025-08-19 20:24:00,89,413,21,Malware,Medium,Closed,2,2,2,950.31,Internal,Email Gateway,2,6.0,Persistence,T1021,2,3.516,<4h,2025-08-19,20
266,2023-08-25 03:45:00,65,517,8,Insider,Medium,Closed,5,7,9,984.49,Confidential,Waf,1,4.0,Exfiltration,T1021,2,1.941,4-24h,2023-08-25,3
267,2025-05-13 20:58:00,134,567,11,Malware,Medium,Closed,5,3,5,5206.82,Restricted,Ids,3,8.0,Privilege Escalation,T1566,2,4.991,4-24h,2025-05-13,20
268,2023-04-06 00:27:00,6,157,2,Phishing,High,Closed,3,5,3,8404.06,Public,Email Gateway,3,3.2,Command And Control,T1566,3,5.49,<4h,2023-04-06,0
269,2024-08-08 12:01:00,67,465,41,Phishing,High,Open,5,1,22,1498.62,Internal,Waf,3,8.9,Discovery,T1059,3,7.86,4-24h,2024-08-08,12
270,2023-09-03 20:57:00,114,305,13,Exploitation,High,Closed,2,3,6,4571.04,Internal,Email Gateway,4,7.2,Privilege Escalation,T1021,3,8.305,<4h,2023-09-03,20
271,2025-02-27 08:42:00,27,282,6,Phishing,Medium,Closed,6,10,4,452.85,Internal,Siem,3,5.2,Impact,T1190,2,4.214,4-24h,2025-02-27,8
272,2024-10-15 18:55:00,53,114,30,Malware,Medium,Closed,2,9,5,1158.51,Confidential,Email Gateway,1,1.2,Execution,T1566,2,1.553,<4h,2024-10-15,18
273,2023-05-26 09:16:00,93,96,5,Phishing,Medium,In Progress,4,3,6,809.71,Public,User Report,4,5.0,Discovery,T1078,2,4.828,<4h,2023-05-26,9
274,2024-02-05 03:31:00,12,424,5,Malware,Medium,Closed,3,5,9,2139.93,Confidential,User Report,1,3.4,Impact,T1566,2,1.858,<4h,2024-02-05,3
275,2023-08-04 21:26:00,193,322,41,Exploitation,Medium,Closed,16,13,4,944.97,Public,User Report,5,7.1,Persistence,T1059,2,6.128,4-24h,2023-08-04,21
276,2023-11-02 00:57:00,92,581,41,Insider,Low,Open,9,14,7,2325.96,Public,Email Gateway,3,5.9,Initial Access,T1566,1,2.204,4-24h,2023-11-02,0
277,2023-12-18 11:30:00,280,6,11,Exploitation,Medium,Closed,35,6,6,1573.57,Internal,Email Gateway,3,5.6,Defense Evasion,T1566,2,4.325,1-3d,2023-12-18,11
278,2023-07-17 19:01:00,275,24,34,Phishing,Medium,Open,16,6,2,3915.99,Internal,Email Gateway,3,1.6,Persistence,T1078,2,3.216,4-24h,2023-07-17,19
279,2025-06-06 11:07:00,112,31,21,Exploitation,Medium,In Progress,5,8,3,3563.54,Public,Siem,3,6.8,Privilege Escalation,T1566,2,4.658,4-24h,2025-06-06,11
280,2025-01-15 22:08:00,138,281,31,Phishing,High,Open,13,11,2,4766.52,Confidential,Siem,3,5.6,Execution,T1210,3,6.488,4-24h,2025-01-15,22
281,2024-12-26 17:41:00,151,479,48,Ransomware,Low,Closed,13,3,3,276.73,Confidential,User Report,1,9.3,Lateral Movement,T1055,1,1.338,4-24h,2024-12-26,17
282,2024-02-14 06:16:00,89,203,44,Insider,High,Open,4,4,27,2885.8,Public,Waf,4,6.8,Defense Evasion,T1021,3,8.112,<4h,2024-02-14,6
283,2023-04-16 18:50:00,160,170,14,Ransomware,Low,Closed,28,0,11,2797.89,Confidential,Waf,3,8.8,Collection,T1021,1,2.606,1-3d,2023-04-16,18
284,2025-06-23 14:27:00,140,327,40,Exploitation,High,Open,7,1,1,501.96,Confidential,Edr,5,8.1,Exfiltration,T1021,3,9.729,4-24h,2025-06-23,14
285,2024-03-15 06:36:00,181,383,41,Exploitation,Low,Closed,2,4,4,745.47,Confidential,Edr,1,7.2,Collection,T1059,1,1.192,<4h,2024-03-15,6
286,2025-06-29 01:32:00,130,420,19,Exploitation,Medium,Closed,2,2,12,211.32,Confidential,Email Gateway,1,0.5,Impact,T1055,2,1.456,<4h,2025-06-29,1
287,2023-12-27 12:01:00,59,185,21,Phishing,Medium,Closed,4,4,3,2265.31,Internal,User Report,1,7.4,Persistence,T1210,2,2.412,<4h,2023-12-27,12
288,2023-09-09 02:13:00,191,381,10,Ddos,Low,In Progress,5,5,7,2472.34,Internal,Ids,4,5.8,Execution,T1190,1,2.543,4-24h,2023-09-09,2
289,2023-11-23 22:00:00,169,219,30,Credential Stuffing,High,Open,8,3,10,3604.88,Internal,Email Gateway,3,4.4,Discovery,T1078,3,5.989,4-24h,2023-11-23,22
290,2024-07-29 02:24:00,146,218,34,Insider,Low,In Progress,2,19,4,4931.82,Confidential,Siem,4,6.3,Execution,T1055,1,2.623,<4h,2024-07-29,2
291,2023-10-12 22:38:00,39,588,42,Malware,Low,Closed,8,6,3,2914.06,Confidential,User Report,4,6.7,Impact,T1021,1,2.688,4-24h,2023-10-12,22
292,2023-11-22 10:12:00,101,51,32,Malware,Medium,Closed,21,15,8,4395.59,Confidential,User Report,1,8.6,Initial Access,T1041,2,2.579,4-24h,2023-11-22,10
293,2024-03-07 03:07:00,232,176,39,Insider,Low,Closed,6,1,5,3246.37,Public,Ids,4,5.4,Exfiltration,T1021,1,2.479,4-24h,2024-03-07,3
294,2023-08-31 18:01:00,146,19,42,Phishing,High,Closed,2,1,13,7719.66,Internal,Email Gateway,3,10.0,Initial Access,T1003,3,8.318,<4h,2023-08-31,18
295,2023-10-19 04:53:00,207,38,35,Phishing,High,Closed,3,3,3,3191.3,Unknown,Email Gateway,2,6.0,Initial Access,T1210,3,5.273,<4h,2023-10-19,4
296,2024-10-22 00:04:00,241,98,27,Malware,Low,Closed,23,2,6,4922.06,Restricted,Waf,3,7.7,Defense Evasion,T1041,1,2.454,4-24h,2024-10-22,0
297,2023-11-21 11:25:00,41,570,50,Phishing,High,Closed,6,4,4,2700.08,Internal,Ids,7,2.5,Collection,T1547,3,7.798,4-24h,2023-11-21,11
298,2023-02-18 12:19:00,233,506,42,Unknown,Medium,Closed,9,4,6,2400.99,Internal,Edr,1,5.9,Discovery,T1547,2,2.204,4-24h,2023-02-18,12
299,2023-04-16 00:14:00,25,11,9,Malware,Medium,Open,2,3,8,567.47,Confidential,Edr,1,5.8,Discovery,T1021,2,2.19,<4h,2023-04-16,0
300,2023-08-20 05:05:00,98,378,35,Ransomware,Medium,Open,1,5,7,3545.68,Internal,Edr,2,6.1,Initial Access,T1041,2,3.538,<4h,2023-08-20,5
301,2025-06-23 01:07:00,25,312,5,Phishing,Low,Closed,9,2,6,1431.35,Internal,Ids,3,6.5,Discovery,T1547,1,2.287,4-24h,2025-06-23,1
302,2025-03-21 12:17:00,88,142,38,Ddos,Critical,Closed,3,4,2,610.76,Unknown,User Report,2,7.2,Execution,T1059,4,7.558,<4h,2025-03-21,12
303,2023-11-23 04:48:00,300,424,41,Credential Stuffing,High,Closed,16,3,1,4030.14,Public,User Report,1,4.9,Impact,T1566,3,3.098,4-24h,2023-11-23,4
304,2024-06-18 16:15:00,296,490,43,Phishing,Low,Closed,35,1,33,2895.17,Unknown,User Report,5,4.7,Defense Evasion,T1210,1,2.634,1-3d,2024-06-18,16
305,2025-03-02 23:30:00,116,95,17,Credential Stuffing,Low,Closed,14,2,9,1602.77,Confidential,Ids,3,10.0,Execution,T1210,1,2.773,4-24h,2025-03-02,23
306,2024-07-25 07:42:00,106,80,5,Insider,Medium,Closed,5,4,4,2520.25,Restricted,User Report,5,5.1,Initial Access,T1078,2,5.411,4-24h,2024-07-25,7
307,2023-01-14 21:13:00,240,395,13,Exploitation,Medium,Closed,6,0,2,2157.14,Confidential,User Report,2,1.1,Execution,T1210,2,2.439,4-24h,2023-01-14,21
308,2023-08-02 18:48:00,271,527,21,Malware,Low,Closed,12,2,5,5168.4,Internal,Ids,2,7.8,Collection,T1565,1,1.956,4-24h,2023-08-02,18
309,2023-06-07 16:06:00,67,225,24,Malware,Medium,In Progress,1,6,7,2832.07,Public,User Report,4,7.3,Collection,T1547,2,5.569,<4h,2023-06-07,16
310,2024-06-09 06:49:00,205,193,5,Exploitation,Medium,Closed,2,8,4,2237.61,Public,Ids,2,7.4,Lateral Movement,T1059,2,3.823,<4h,2024-06-09,6
